col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
1,1,5305629,37.80,68,20,,3,3,1,3,3,,,1,,4,5,40.00,7.2,3,,1,1,13832,0,0,2
1,1,518476,,80,18,3,3,3,2,5,3,4,2,,,,5,50,8.40,,,2,1,5070,0,0,1
2,1,518476,38.60,78,16,4,1,1,1,3,3,1,,1,,4,5,60.00,4.60,1,1,2,2,3802,0,0,2
1,9,5305629,38.2,72,20,1,,4,1,,3,2,,1,2,,4,41,8.50,3,2,1,1,2352,0,0,2
1,9,518476,,48,30,3,1,3,1,1,2,1,1,,,2,4,55,65,,,1,1,7856,0,0,2
2,1,518476,38.3,88,16,4,3,3,2,2,3,3,,,,,5,60.00,66,1,3.70,1,1,5256,3111,0,1
2,1,518476,,42,20,1,1,4,1,5,4,2,,,,4,2,45.00,6.70,,,2,1,6953,0,0,1
2,9,518476,36.50,45,68,2,,5,2,,3,4,1,,,1,,69.00,63,,1,2,1,2456,0,0,1
1,1,518476,,92,,3,3,4,1,4,,1,,,,1,4,54.00,6.50,2,4.50,1,1,3522,0,0,1
1,9,518476,,48,24,3,,4,,3,1,3,2,1,2,4,,,6.10,,,2,1,5165,0,0,1
2,1,518476,36.40,,40,3,3,2,2,5,3,1,3,3,,3,,39.00,7.50,,,2,1,5504,0,0,2
2,1,518476,37.5,112,18,3,3,,1,3,4,2,1,1,,,5,54,7.50,,,3,2,7371,0,0,2
1,1,518476,38.60,,12,2,,1,2,1,3,4,,1,,4,5,23.00,7.50,1,,2,1,496,0,0,1
1,1,518476,,50,16,,1,3,1,3,3,2,2,1,4.50,1,1,47.00,,,2.60,1,1,5064,0,0,1
2,1,518476,38.3,120,16,,3,,2,3,4,1,2,1,,3,,45,5.90,,4.30,2,1,12009,0,0,1
2,1,518476,,40,16,4,,1,,3,,3,,,,,4,66.00,62,,2,1,2,3677,0,0,2
1,1,5305629,37.3,66,20,2,,3,,1,3,,1,,,3,4,24.00,74,,2,3,1,2101,0,0,2
2,1,518476,38.3,,30,4,1,4,1,4,1,3,2,1,5.70,4,5,36,65,,2,1,1,6613,0,0,2
1,1,518476,,104,,1,1,1,1,,3,2,,,,3,,,7.00,1,4.10,3,1,2057,0,0,2
2,9,518476,37.60,104,30,,1,3,1,,3,1,,1,,3,,39.00,8.00,,,1,2,2869,0,0,2
1,1,518476,38.6,130,40,,,6,2,2,3,3,2,1,,,5,57,50,2,,3,1,8655,7111,0,2
1,1,518476,39.20,54,35,1,4,1,1,3,4,,2,,,3,,54.00,61,2,,1,1,2532,0,0,2
1,1,518476,39.50,150,20,,1,1,1,4,,1,,1,,1,4,35.00,7.50,,,1,1,5786,0,0,1
1,1,518476,38.00,96,,1,,4,1,1,3,3,,,,,5,48,7.50,,,2,2,3196,1400,0,2
1,1,518476,38.50,,24,2,4,1,1,4,4,4,,1,,,5,46.00,7.20,,,1,2,3531,0,2209,2
2,1,518476,38.20,100,16,,1,1,1,2,2,,,1,,1,4,32.00,8.20,,,2,1,8442,0,0,2
1,9,518476,37.00,65,68,3,1,,1,,1,1,,2,5.50,1,1,31.50,10.2,3,5.20,2,1,6205,0,0,2
1,1,518476,37.80,54,24,1,1,,1,1,3,1,1,1,,4,5,37.00,62,,7.00,3,1,2005,0,0,2
1,1,518476,39.50,104,23,2,1,1,1,5,2,,2,1,,3,3,73.00,57,3,,1,1,2983,0,0,2
2,1,518476,38.50,44,20,3,1,5,1,3,,4,2,3,5.00,,,63.00,6.30,3,3.40,3,2,2156,0,0,1
,1,518476,38.80,,12,3,3,1,1,4,4,,2,3,,1,,45.00,,1,,2,1,9590,0,0,2
1,9,518476,39.90,60,40,,1,3,1,,3,,1,2,,,4,35,54,,3.90,2,2,870,0,0,2
1,1,518476,,92,84,4,1,6,1,1,3,1,,2,1,3,,44.00,67,1,,3,2,905,0,0,1
1,1,518476,36.40,100,,1,,3,1,3,,,,1,,,1,42,64,,,1,1,14805,0,0,1
1,1,518476,,76,18,3,3,3,2,5,4,1,2,,,4,5,57,8.20,,,1,1,18997,0,0,1
2,1,518476,,44,36,3,2,3,1,,,1,2,1,5.30,,4,43.00,6.50,3,2.80,1,2,3428,0,0,1
2,1,518476,,100,72,,1,1,1,2,,1,2,1,,4,,49.00,7.50,,,1,1,431,0,0,1
2,1,5305629,,110,13,1,3,6,1,5,4,,,,,2,,43,4.00,,,1,2,2217,0,0,1
1,1,518476,,,,,3,,1,5,4,,,1,,4,5,60.00,,,,1,1,4699,0,0,2
2,1,518476,,88,,2,3,1,1,,1,4,2,1,,3,2,46.00,6.80,,,2,1,2374,0,0,2
1,1,518476,,,18,4,3,3,2,5,4,,2,1,,,,46,6.80,,,3,1,13120,0,0,2
2,1,518476,38.40,140,20,1,1,3,1,,3,1,1,,,,,,7.70,2,4.80,2,1,7669,0,0,1
1,1,518476,38.10,84,12,4,1,6,1,,,3,2,,,,,,68,2,2,1,1,2610,0,0,2
2,1,518476,,45,14,3,4,1,2,4,1,4,,,3.00,,4,46.00,6.50,,,1,2,818,0,0,2
1,1,518476,39.10,42,,,1,1,1,5,1,,1,,,,4,46,7.00,2,,3,1,5677,0,0,1
1,1,5305629,,64,20,3,3,,1,2,3,3,,1,4.50,1,2,45.00,6.70,1,,1,1,5729,0,0,2
1,1,518476,39.30,112,18,1,1,,1,2,4,3,1,,,,,50.00,7.70,3,,1,1,6503,0,0,2
2,1,5305629,,36,28,3,1,4,1,2,4,2,2,3,,1,5,,7.30,2,,2,2,2912,0,0,1
2,1,518476,37.80,52,18,2,1,4,1,4,3,1,,,,2,5,53,4.00,,,1,1,6658,0,0,2
1,1,518476,38.30,38,48,,,6,1,3,4,2,2,2,,1,,,8.00,3,,3,1,12168,0,0,1
1,1,518476,38.60,40,,,1,5,1,5,3,3,2,,,1,4,40.00,,1,,1,1,9506,0,0,2
1,1,5305629,37.20,50,72,3,3,3,1,,3,1,3,3,,4,1,50.00,64,1,,2,2,510,0,0,2
1,1,518476,37.5,68,16,1,1,4,,3,4,,1,1,4.00,,1,65,4.50,1,4.70,1,2,2388,0,0,2
2,9,518476,38.20,104,30,,3,1,,4,1,3,,,,,,36,7.50,,,1,2,148,0,0,2
1,1,518476,,48,12,1,3,1,2,4,4,2,1,2,,1,5,41.00,8.70,3,3.70,1,1,5918,0,0,2
1,1,518476,38.40,48,20,1,3,4,1,1,4,2,2,1,,3,4,48.00,,2,2,3,1,1086,0,0,1
1,1,518476,39.20,50,21,,,5,,1,1,1,,1,,,4,49,5.90,2,,3,1,6774,0,0,1
1,1,518476,37.90,64,36,1,,1,,2,3,1,,2,,,4,45.00,,,2,1,1,5136,0,0,1
1,1,518476,38.2,48,16,,3,,1,5,3,2,,,,3,5,52,,,,3,1,5812,0,0,2
1,1,518476,38.00,60,42,3,1,4,1,5,3,3,1,,,4,,,70,,,2,1,6395,0,0,2
2,1,518476,38.30,,28,3,4,1,2,2,,4,1,,,,2,50.00,,,2.60,1,2,2810,0,0,2
,1,518476,37.8,68,20,3,3,5,,1,4,2,3,1,,3,,41.00,6.50,1,,1,1,22074,0,0,2
1,1,518476,38.10,60,,3,,1,2,2,3,,2,1,,1,5,43.00,6.50,,,1,2,5878,0,0,2
1,9,518476,37.4,56,30,3,1,1,1,,,1,2,,7.00,3,4,63.00,5.80,,2,2,2,870,0,0,1
1,1,518476,37.80,150,,,,,2,3,3,,3,3,,3,5,47.00,7.20,1,4.80,1,2,8110,0,0,1
1,1,518476,39.50,52,10,1,,2,2,,4,1,2,1,,4,2,44,8.50,,,1,2,1129,0,0,1
2,1,518476,39.30,66,16,2,,6,1,4,3,1,,,,,5,,64,,,2,1,1069,0,0,1
1,1,518476,37.80,60,12,3,1,1,1,2,3,3,2,3,1,4,5,36,4.00,2,,1,1,6466,0,0,2
1,1,518476,,100,30,3,1,4,2,,,4,1,,,,3,72.00,67,3,1,1,1,4578,0,0,2
1,1,518476,38.60,72,,1,1,1,1,3,3,2,2,3,,3,5,44.00,,,,1,1,4345,0,0,2
1,1,518476,37.20,70,18,2,3,1,,2,1,1,,,,1,5,55,,,2,3,1,8580,0,0,2
2,1,518476,37.80,40,12,,1,1,1,4,,3,2,1,,1,5,57.00,6.50,,,3,2,1051,0,0,2
1,1,518476,36.90,90,12,3,1,,1,,3,1,1,3,,4,5,35.00,7.60,,,1,1,13939,0,0,1
1,1,518476,37.8,60,36,3,1,3,1,1,4,3,2,1,,4,2,42,7.60,,,1,2,8383,0,0,2
1,1,518476,37.5,52,16,2,,2,1,1,1,,2,1,4.40,,4,55,7.00,1,,1,2,2186,0,0,1
2,1,518476,37.1,48,12,1,1,1,1,4,1,3,1,,,4,,69.00,46,,,1,1,601,0,0,2
2,1,518476,37.6,48,22,1,1,1,1,4,,1,1,1,5.40,,1,65,,,,1,2,1440,0,0,2
1,1,518476,38.70,52,30,3,1,3,1,2,1,1,1,1,,,1,,7.20,,3.00,1,2,7410,0,0,2
1,1,518476,38.00,68,,1,,,1,4,,1,,,4.00,,5,52.00,70,,,3,2,2676,0,0,2
1,1,518476,38.30,98,51,,,4,2,5,4,1,2,1,,3,4,45,65,1,,1,1,8927,0,0,2
1,1,518476,38.70,146,48,1,1,2,1,1,3,1,1,2,,4,,23.00,7.30,2,,1,2,3667,0,0,2
1,1,518476,38.0,56,,1,3,1,1,2,4,3,,1,,4,,37.00,,1,,1,1,7630,0,0,2
2,1,518476,38.60,70,24,2,2,1,1,1,2,1,2,2,,,4,39.00,5.90,,1,1,2,662,0,0,1
2,1,518476,37.80,,,2,2,6,1,2,,,,,,,5,75.00,,2,,3,1,4563,0,0,1
1,1,518476,40.80,88,16,3,,1,1,1,3,2,2,3,6.20,,4,41,5.30,,2,2,1,169,0,0,2
2,1,518476,37.9,44,30,3,3,1,1,5,4,,2,3,,3,4,35.00,7.30,3,1.00,1,1,4888,0,0,1
2,9,518476,37.80,104,,3,,1,2,2,4,4,,2,7.00,1,1,50,7.70,1,2,2,1,3160,0,0,1
2,1,518476,37.3,72,,1,,,,2,4,3,,,,4,,54.00,7.90,,,1,1,3402,0,0,2
1,9,518476,38.00,64,30,1,,,1,2,3,2,,,,1,1,35.00,6.50,,,3,2,3978,0,0,2
1,9,518476,38.5,52,18,3,2,4,,,2,2,,,,2,,49.00,7.50,,,1,1,9649,0,0,2
2,9,5305629,,120,16,3,1,5,,,,4,1,2,,1,,41.00,71,,,1,1,614,3111,0,1
2,1,518476,39.00,48,24,1,,4,1,4,1,,1,1,,3,4,68,8.10,1,,1,2,7025,0,0,1
1,1,5305629,38.70,40,20,4,1,5,1,,3,,2,,,,4,37,70,1,3.40,1,1,1750,0,0,2
1,1,518476,39.00,40,24,3,3,1,1,2,3,3,,2,,4,5,37.00,7.00,1,,1,1,8732,0,0,2
1,1,518476,38.00,88,,2,1,3,,4,4,1,,,,4,5,52.00,6.80,,4.50,1,2,143,0,0,2
2,1,518476,38.00,120,16,1,3,6,1,4,3,,2,,,3,1,43,7.60,,,3,2,3839,7111,0,2
2,1,518476,37.60,48,60,1,3,1,1,3,2,1,1,1,,,1,65,5.70,,4.10,1,2,966,0,0,1
1,9,518476,36.10,44,18,3,1,3,,4,,,,1,,,3,57,7.90,,,2,1,4385,0,0,2
2,1,518476,39.2,,,,1,3,1,,3,4,,1,,3,5,,,,5.20,1,1,1512,0,0,1
1,1,518476,38.20,30,48,3,3,3,,4,3,3,2,1,6.50,,5,45.00,7.00,3,,2,1,8013,0,0,2
,1,518476,38.50,48,35,1,1,2,1,,4,1,2,,,4,4,50,,1,6.00,1,1,6410,0,0,2
1,1,518476,,38,48,1,2,3,2,4,3,1,3,1,,4,,50.00,65,,3.40,1,2,859,0,0,2
1,1,518476,37.3,92,70,2,3,4,1,3,4,2,2,3,7.00,,5,43,55,1,7.00,3,1,1519,0,0,2
1,1,518476,39.5,150,88,1,3,5,1,5,3,2,,1,,,5,70.00,7.30,,,1,1,4632,0,0,2
2,1,518476,36.50,112,30,3,1,2,3,4,2,,,1,4.00,4,2,60.00,6.60,,,1,1,1336,0,0,1
2,1,518476,37.5,48,24,,1,4,1,5,4,3,2,3,4.00,4,1,49,9.00,1,2,1,2,1615,0,0,2
1,1,518476,38.30,45,,4,4,6,1,1,3,,2,,,,4,,8.10,1,2,1,1,1865,0,0,2
1,1,518476,38.00,54,30,3,1,,2,3,3,4,2,,,3,,70.00,56,3,,1,1,4018,0,0,2
1,1,518476,,96,48,3,1,1,1,5,4,2,1,1,,,,38,6.30,,,1,1,3886,0,0,2
2,1,518476,38.60,44,16,1,1,3,,2,,3,1,,,4,5,,5.70,,,1,2,3101,0,0,2
1,1,518476,38.20,84,16,,1,2,2,2,3,,,1,,,5,,6.50,,,1,1,1694,0,0,2
1,1,518476,,66,,2,1,,1,3,3,,,,,1,5,57.00,62,3,,1,1,4225,0,0,2
1,1,518476,39.7,84,48,,3,5,1,3,4,2,1,1,,1,5,37.00,61,,4.50,3,1,8087,0,0,2
1,1,518476,38.10,48,22,,,3,,2,,3,,,,4,4,,,,7.00,1,1,11059,0,0,1
1,1,518476,38.60,92,32,3,1,1,,4,1,4,,,,3,5,47.00,7.00,,,1,2,3030,0,0,2
1,1,518476,37.4,104,,3,1,4,1,5,,,1,1,2,1,5,37.50,5.70,2,,1,1,5598,0,0,2
1,1,518476,38.40,96,96,2,,,,2,3,1,1,1,2,4,,34,69,,,2,2,3618,0,0,2
2,1,518476,38.60,60,24,1,3,6,2,5,4,2,2,1,6.00,,5,58,7.70,,,3,1,4065,0,0,1
1,1,518476,,64,48,3,3,1,1,,4,,,,7.50,,,50.00,5.50,,6.60,3,1,14116,0,0,2
1,1,518476,36.5,72,,3,3,4,1,2,3,2,1,,,1,,45,6.40,,,1,1,6797,0,0,1
1,1,518476,38.00,36,20,1,3,3,1,5,4,,,3,7.50,3,3,44.00,7.2,3,,2,2,9201,0,0,2
1,1,518476,38.10,60,84,2,3,1,1,2,1,1,,1,2,4,5,65,6.00,3,,1,1,4476,0,0,2
1,1,518476,38.2,88,,4,,4,1,,3,3,,,,2,,55,7.00,1,3.30,1,1,6978,0,0,1
1,1,518476,38.40,120,,,,4,1,4,3,,2,3,,1,5,,7.20,1,,2,1,6978,0,0,1
1,1,518476,38.50,60,24,1,,3,1,4,3,1,,,,,5,45,6.40,3,,2,2,1034,0,0,2
2,1,518476,37.4,48,60,3,3,3,2,1,3,,2,3,5.00,,5,39,4.50,2,,1,1,3794,0,0,2
1,1,518476,40.80,78,12,,1,5,2,,3,,1,1,3.00,4,5,39.00,57,,,2,2,936,0,0,2
2,1,518476,36.60,84,12,,3,2,2,1,3,,2,1,,4,5,35,5.70,2,,1,2,3427,0,0,2
1,1,518476,37.10,86,12,4,1,1,1,2,3,,2,,,1,4,42,7.30,1,1,1,1,650,0,0,2
1,1,518476,,44,40,3,1,1,2,,3,2,2,,7.00,1,,41,5.30,3,2.60,1,2,4583,0,0,2
1,1,518476,38.30,,68,1,3,3,1,5,3,3,,,,,,57,5.50,,,3,1,7142,0,0,2
2,1,518476,38.30,44,24,3,1,,1,,3,4,1,1,,1,5,33.00,6.70,1,4.30,1,2,5599,0,0,1
1,1,518476,,60,,1,1,6,1,,3,2,2,1,,,,,8.40,2,,1,1,13249,0,0,2
1,9,5305629,,110,10,3,,3,1,2,,2,1,,,4,4,60.00,64,,,1,2,1687,0,0,1
1,1,518476,38.00,40,,4,3,,1,3,4,1,,2,,,5,43,6.50,,,3,1,9518,0,0,2
1,1,518476,37.50,146,40,1,1,2,1,2,3,2,2,1,,,,36.00,72,,,1,2,1903,0,0,2
1,1,518476,37.30,50,18,2,1,,1,3,3,3,1,,,1,3,34,7.80,,,2,1,4735,0,0,2
1,1,518476,40.00,108,,,3,5,1,2,3,4,,1,6.00,,4,56,8.00,,2.80,2,1,14858,0,0,1
2,1,518476,,60,12,4,1,2,1,1,4,,3,2,,4,4,45.00,85,,,1,2,264,0,0,2
1,1,518476,,60,16,1,1,1,1,2,3,3,2,3,5.50,,2,38.00,6.60,,,1,2,4496,0,0,2
1,1,518476,37.20,98,24,,3,2,1,1,4,3,1,3,,1,1,33.00,6.80,3,,3,1,4415,0,0,1
1,1,518476,37.80,120,24,4,1,,1,4,4,,2,1,,4,,,65,1,1,1,2,4945,0,0,2
1,1,518476,38.50,44,20,,1,3,1,1,3,2,,1,,,,45.00,,2,,2,2,3956,0,0,2
2,1,518476,38.00,40,20,3,1,2,1,4,1,2,2,2,,,,57,6.20,1,,1,1,1863,0,0,1
1,1,518476,,120,,3,3,4,1,2,3,3,2,3,,3,3,48.00,,,3.00,2,1,9044,0,0,2
1,1,518476,,54,,3,3,5,2,3,,4,2,1,,1,,,,2,6.00,2,1,7478,0,0,1
1,1,518476,38.3,,12,,3,1,2,,4,4,3,3,,4,5,50.00,82,2,,1,1,8030,0,0,2
1,1,518476,38.5,52,24,1,,5,,3,3,1,3,1,,3,4,41,8.30,,,2,1,8863,0,0,2
1,1,518476,,92,12,,,1,1,2,3,2,,1,,,1,55.00,6.50,,,2,1,11916,0,0,2
1,1,5305629,38,,,,,,1,5,3,2,1,1,4.40,4,5,34.00,6.90,2,2,1,2,6938,0,0,2
2,1,518476,,70,84,3,,6,2,1,3,4,3,3,,3,,,5.90,1,,1,1,5073,0,0,1
1,1,518476,38.5,129,12,,,3,1,4,1,,,,4.00,4,,43.00,64,1,2,1,2,2052,0,0,2
1,1,518476,38.20,120,68,3,1,3,1,,3,4,1,,,1,5,38,51,,,1,1,4820,0,0,2
1,1,518476,37.80,54,,,1,4,1,1,3,1,3,1,,4,5,32.00,6.50,2,,1,1,309,0,0,2
2,1,518476,,60,18,3,1,4,,,1,1,1,,,,,50,8.30,,,1,1,2495,0,0,2
1,1,518476,39.4,88,,2,1,1,1,3,4,3,2,1,1,3,,,6.60,3,,1,1,5565,0,0,2
2,1,518476,37.90,120,14,4,1,1,1,,3,2,2,1,,,,42.00,76,,,3,2,3358,0,0,2
1,1,518476,37.80,44,36,1,3,2,,3,3,,2,,,1,,48,66,2,,1,2,6591,0,0,2
1,1,518476,38.20,44,96,3,3,,1,2,4,1,2,3,1,,,47.00,6.80,,,1,1,8654,0,0,2
1,1,518476,37.60,96,40,,,3,1,3,3,1,1,1,5.50,1,5,42.00,8.60,,,2,1,3114,0,0,2
1,9,518476,38.50,40,,,1,,1,5,,1,1,3,4.00,2,5,44.00,6.20,,2,1,2,15482,0,0,1
1,1,518476,37.7,40,20,3,1,4,,1,2,,,1,5.40,,4,59.00,,,,1,1,5603,0,0,2
1,1,518476,39.60,44,20,1,,,2,,3,,,,,2,,57,6.40,3,,1,2,3644,0,0,1
1,1,518476,36.50,44,40,1,3,4,1,1,4,3,3,3,7.50,1,,41.00,11.00,1,3.20,2,1,5194,0,0,2
2,1,518476,,120,16,3,3,4,1,,4,,2,1,,4,,57.00,7.60,,,3,2,5295,0,0,2
1,9,518476,,104,20,3,,,1,5,3,1,1,1,,4,4,54.00,6.30,,2,2,1,9853,0,0,2
1,1,518476,38,60,12,3,1,6,2,4,4,4,3,1,,3,2,43,,1,,3,1,15001,0,0,2
2,1,5305629,,44,,1,1,4,1,,4,4,,,,1,5,33.00,,1,,3,2,1022,0,0,2
2,1,518476,39.4,70,28,3,,,1,2,4,3,1,2,,3,5,,7.2,2,3.90,2,1,11717,0,0,2
2,1,518476,36.50,96,28,3,1,3,1,3,1,,1,,,1,3,38,5.90,,5.00,1,2,501,0,0,2
1,9,518476,38.30,42,24,1,,1,2,,4,2,,1,,2,4,33,6.50,,1,2,2,7970,0,0,2
1,1,518476,37.70,80,72,2,,5,1,4,,2,2,,,,2,42,,,,1,2,1480,0,0,2
2,9,518476,37.5,124,44,4,1,1,1,2,1,1,,1,,,4,42,4.60,1,3.40,2,1,3223,0,0,1
1,1,518476,39.10,,10,4,1,1,1,,,3,1,,,4,2,,6.70,2,,1,1,2077,0,0,2
2,9,5305629,39.30,92,26,3,,,,,1,2,,,6.50,4,4,33,53,,,1,1,8387,0,0,2
1,1,518476,,112,16,,,,2,2,4,1,1,1,,,,64.00,65,,,1,1,3358,0,0,2
1,1,518476,,42,,3,3,,1,3,4,,,1,6.50,1,1,38.00,8.50,,2,2,1,15182,3111,0,2
1,1,518476,38.60,84,30,1,3,2,2,,3,,2,2,,4,5,37,53,2,,1,1,7444,0,0,1
2,1,518476,39.2,,24,3,1,1,1,,,4,,,,,5,45.00,6.60,,,2,1,2351,0,0,2
2,1,518476,37.80,,16,4,1,5,2,5,,3,3,3,,4,,48,65,1,3.90,1,2,1426,0,0,2
1,1,518476,,100,20,4,,3,1,,2,1,,1,,4,5,43.00,5.90,,,1,2,397,0,0,2
1,1,518476,38.60,42,28,3,1,1,,2,3,2,2,3,,,,44.00,6.60,,,1,2,2671,0,0,1
2,1,518476,37.5,66,28,1,1,1,,4,,2,2,1,,3,5,41,58,2,1.60,1,2,79,0,0,2
1,1,518476,38.80,48,36,4,3,3,1,3,4,3,,1,,3,1,43.00,6.40,1,2,1,1,6913,0,0,2
2,1,518476,38.3,44,44,1,2,,1,3,,,,,,4,2,40.00,66,,,1,1,2749,0,0,2
2,1,518476,38.00,70,40,3,,1,2,3,4,1,2,1,7.00,4,,50.00,,,4.30,2,2,3301,0,0,2
2,1,518476,39.40,104,18,,3,,,2,3,3,,1,,2,5,34,66,,,1,1,4603,0,0,2
1,1,5305629,39.2,56,24,3,,6,2,2,,1,,1,7.50,,5,37.00,68,,,3,1,6004,0,0,2
1,1,518476,38.40,100,84,3,3,3,1,2,4,,,,1,,,52,7.70,3,3.60,2,1,10605,0,0,1
2,1,518476,38.60,100,48,1,1,1,2,4,3,4,1,,,4,,47.00,6.70,,,1,2,891,0,0,1
1,9,5305629,37.80,36,30,2,1,6,1,1,,1,2,3,,1,2,47.00,66,1,3.60,1,2,8314,0,0,1
2,1,5305629,38.40,96,88,3,3,,1,3,,,,,,,4,42,6.60,,,1,1,8815,0,0,1
1,1,518476,38.60,,,3,1,4,2,5,3,,,,,,,38,7.50,,,1,1,1660,0,0,2
1,1,518476,,48,32,3,3,3,1,,4,,,,,1,4,45.00,7.50,3,2,2,1,9108,0,0,2
2,1,518476,,46,20,3,1,1,2,2,3,2,2,1,4.40,4,,37.00,86,,,3,2,2491,0,0,2
1,1,518476,37.20,48,,1,1,2,2,3,3,3,2,2,,3,5,38.00,6.50,2,,1,2,1879,0,0,2
1,9,518476,38.40,52,88,3,1,4,2,,3,1,1,3,,4,,37,5.90,,,1,1,1544,3111,0,2
1,9,518476,40.00,76,13,1,3,4,1,2,1,1,1,,,1,,60.00,5.30,2,,1,1,2695,0,0,2
1,1,518476,39.10,30,,3,,6,1,2,3,,3,1,,4,4,50,6.40,3,,2,1,5814,0,0,2
1,1,518476,36.00,60,90,,3,6,1,3,4,1,,,3.00,3,4,68.00,,3,4.40,3,1,15750,0,0,2
1,1,518476,38.70,44,12,1,3,1,1,2,3,3,2,1,,1,5,31.50,4.60,,,2,1,5634,0,0,2
2,1,518476,38.40,110,,3,,3,1,3,3,4,1,1,,3,1,51,,3,,1,2,1210,0,0,1
2,1,518476,38.00,,18,,1,3,1,2,,2,2,3,,1,4,43.00,80,,,1,1,4731,0,0,2
1,1,518476,39.50,120,12,3,3,4,1,5,3,2,2,1,,1,5,45.00,8.30,,,1,1,6161,0,0,2
1,1,518476,37.60,44,10,3,3,5,1,3,4,3,3,,,4,3,35.00,6.30,,,1,1,6035,0,0,2
1,1,5305629,38.50,40,16,,3,4,2,5,3,1,2,1,,,5,60.00,6.40,,,1,1,3520,0,0,2
2,1,518476,37.7,80,60,3,4,2,1,3,,1,1,,,4,,42,7.00,3,,1,1,6362,0,0,1
1,1,518476,37.5,,32,,1,2,1,5,,1,,1,2,,4,31.50,6.60,,,2,1,3151,0,0,2
2,1,518476,38.00,120,12,,1,3,1,5,4,1,2,1,,,2,64,11.00,,1.50,2,1,4613,0,0,1
1,1,518476,37.80,72,68,4,1,,,,1,1,1,,,4,5,42.00,6.30,,,3,1,6913,0,0,2
1,1,518476,38.30,84,,3,3,4,1,3,3,,1,,2,2,3,39,,,,2,1,4459,0,0,2
,1,5305629,38.50,65,36,3,3,3,2,5,4,4,3,1,,1,3,45.00,,1,1,2,1,17902,0,0,1
2,1,518476,38.20,40,,3,3,3,1,3,3,,,,,4,4,36,53,,,3,2,69,0,0,2
1,1,518476,38.3,92,50,,3,,1,5,3,3,3,,5.00,4,4,26,57,,2,1,1,8393,0,0,2
2,1,518476,37.9,72,20,3,3,1,2,,4,1,1,1,,1,1,38.00,53,,,2,1,4059,0,0,2
1,1,518476,38.00,66,28,3,4,2,1,4,1,1,2,3,,4,,65,5.90,,,1,2,149,0,0,2
2,1,518476,38.20,52,24,,1,1,1,2,3,,,1,,1,5,,,,,1,1,11645,0,0,2
1,1,518476,38.1,92,36,1,2,2,,3,1,,,,,,,50.00,6.40,1,,1,1,3642,0,0,1
2,1,518476,38.7,80,36,4,,5,1,2,3,3,2,1,7.50,4,4,50.00,7.60,1,,2,2,280,0,0,2
1,1,518476,37.50,65,30,,1,2,1,2,2,2,2,1,1,1,4,53.00,,3,1.40,2,1,8279,0,0,1
2,1,518476,38.00,44,,2,2,2,1,1,2,1,2,,,,,52.00,6.20,,,1,2,138,0,0,2
2,9,5305629,38.00,,30,1,1,3,1,5,,2,,2,,,5,31.00,6.90,3,2.30,1,1,10324,0,0,1
2,1,518476,,60,28,,2,1,1,,2,1,,1,,,5,44.00,7.00,2,2.60,1,2,678,0,0,2
1,1,5305629,,,12,2,3,2,1,,3,1,2,1,,4,,50,,1,2.80,2,2,11925,0,0,1
1,9,5305629,37.60,48,18,3,3,6,2,2,3,1,2,,7.00,,1,35,6.80,,,2,1,2844,0,0,2
1,1,518476,38.3,60,16,3,1,4,1,3,,1,2,,,3,,30.00,7.80,3,1,1,1,9545,0,0,2
1,1,518476,38.10,60,12,3,,,1,1,3,4,2,,,1,3,68.00,4.00,,,2,1,4957,0,0,2
1,1,518476,37.20,,24,3,1,,1,1,4,2,2,,,4,5,50,,1,2,3,1,2023,0,0,2
1,1,518476,38.2,48,16,3,1,,2,3,4,4,2,,,,4,50,85,3,,1,1,14229,0,0,2
1,1,518476,39.2,160,44,3,1,5,2,3,4,2,2,,,1,5,,6.50,1,4.40,3,1,5740,0,0,1
2,1,518476,38.2,42,88,2,1,,2,,2,3,2,3,,,,50.00,7.00,,,1,2,3837,0,0,2
2,1,518476,38.5,124,40,3,1,,1,2,3,,,,,,4,31.00,50,3,5.20,1,2,935,0,0,2
2,1,518476,38.30,52,68,1,1,3,1,2,1,4,,,,4,,38.00,6.70,,,1,1,4256,0,0,2
1,1,518476,37.1,56,51,1,1,1,,3,3,1,,1,,1,1,37.50,8.00,,,2,1,7671,0,0,2
1,1,518476,,130,88,3,3,,1,3,4,3,3,1,,1,,40.00,74,1,3.20,3,1,6206,0,0,1
2,1,518476,37.80,36,30,2,1,2,1,,3,1,3,,2,,5,33.00,8.40,1,4.10,1,2,1512,0,0,1
2,1,518476,38,44,42,1,1,2,2,1,1,1,3,1,,1,1,39.00,64,1,1,1,2,197,0,0,2
2,1,518476,37.20,44,28,1,4,5,2,1,1,4,,1,,4,5,68.00,8.10,1,5.00,1,2,1525,0,0,1
1,9,518476,38.5,184,40,4,3,2,1,4,4,2,,3,,,4,59.00,58,,,2,1,10296,0,0,2
2,1,518476,38.5,30,20,,1,1,1,1,3,1,,1,,4,5,,,2,5.30,1,1,8040,0,0,2
1,1,518476,38.1,48,40,,,3,1,2,3,,2,1,,,,36.00,6.00,,,1,1,11462,0,0,2
1,1,518476,,50,20,4,1,1,1,,1,1,2,1,2,4,,40.00,6.50,3,,1,1,76,0,0,1
